node1,node2,combined_score
VEGFA,KIT,0.987
TF,CP,0.987
AVP,POMC,0.987
SLC11A2,SLC40A1,0.987
CP,SLC40A1,0.987
ETS1,MAPK14,0.987
RUNX3,SMAD4,0.987
CCR1,CCL2,0.987
AR,GSK3B,0.987
DDIT3,ATF3,0.987
BTG2,CCND1,0.987
PLAU,MMP9,0.987
SMAD4,STK11,0.987
PTK2,FLT1,0.986
AGT,SRC,0.986
IL9,IL5,0.986
MYC,RB1,0.986
PDX1,IAPP,0.986
GSTA1,GSTT1,0.986
PLG,SPARC,0.986
MTOR,EGFR,0.986
NOS3,KDR,0.986
CCK,TAC1,0.986
MYC,NDRG1,0.986
ETS1,FLT1,0.986
HIF1A,PPARA,0.986
IL4,MAPK14,0.986
SRC,PIK3CA,0.986
HSD17B6,CYP19A1,0.986
GCG,CCK,0.986
PGK1,ENO3,0.986
PTPN2,EGFR,0.986
OAT,ARG2,0.986
CTNNB1,NFKB1,0.986
ATG16L1,NOD2,0.986
PTGS2,MAPK14,0.986
CAMK2A,SMAD2,0.986
NR0B2,ESR1,0.986
TSEN34,TSEN2,0.986
RB1,CDKN1A,0.986
RPS6KA3,CEBPB,0.986
JUP,CDH1,0.986
PRF1,GZMB,0.986
IL9,IL9R,0.986
MAPK8,SMAD3,0.986
MCL1,BCL2,0.986
TSEN54,TSEN34,0.986
EGFR,HSPB1,0.986
SRC,RARA,0.986
CHEK2,PRKDC,0.986
ITGAM,TNF,0.986
PHB,RAF1,0.985
SMAD4,TGFB1,0.985
PARP1,PRKDC,0.985
IRF5,TP53,0.985
PTEN,NDFIP1,0.985
MUC1,SRC,0.985
SMAD2,SERPINE1,0.985
CCR4,CCL5,0.985
BCL2L1,RAF1,0.985
NR1H4,MED1,0.985
MMP9,LCN2,0.985
SRC,FAS,0.985
SMAD3,CEBPB,0.985
HLA-DQB1,HLA-DQA1,0.985
BRCA1,UBE2L3,0.985
AXIN1,APC2,0.985
CD247,CD3D,0.985
VEGFA,MET,0.985
CHEK2,MSH2,0.985
MCL1,BCL2L1,0.985
STAT4,TYK2,0.985
STAT4,IL2,0.985
BRCA1,ACACA,0.985
RB1,AHR,0.985
NOS3,ARG2,0.985
STK11,TP53,0.985
TCF4,ID2,0.985
XPA,PRKDC,0.985
ETS1,FOS,0.985
ABCG8,ABCG5,0.985
ICOSLG,CTLA4,0.985
ETS1,DAXX,0.985
AR,JUN,0.985
MBTPS2,MBTPS1,0.985
INS,FOXA1,0.985
CD40,TLR9,0.985
NOTCH3,DTX1,0.985
IRF2,IFNA2,0.985
GSK3B,CDH1,0.985
BID,GZMB,0.985
TXN,NLRP3,0.985
HNF4A,MED1,0.985
DAXX,HSPB1,0.985
TYROBP,TREM1,0.984
MUTYH,MSH6,0.984
PRKCE,BRAF,0.984
TXN,TP53,0.984
BRCA2,TP53,0.984
JAK2,IFNGR2,0.984
ACADM,HADHB,0.984
MYC,MAPK8,0.984
ILK,IQGAP1,0.984
RELA,IRF5,0.984
ALDOB,PKM,0.984
SRC,GPC1,0.984
FOS,EGR1,0.984
RELA,FOS,0.984
PLAU,FOS,0.984
COPS5,GFER,0.984
ABL1,FOS,0.984
DDIT3,JDP2,0.984
AKT1,RARA,0.984
HIF1A,NT5E,0.984
RELA,ICAM1,0.984
MAPK14,NFKBIA,0.984
IGF1R,PIK3CA,0.984
GRK5,AGTR1,0.984
TNF,MMP9,0.984
CCND1,TSC2,0.984
IL10,JUN,0.984
PPARA,NFKBIA,0.984
CASP3,RB1,0.984
ERBB4,ADAM17,0.984
IL22,IL10RB,0.984
CYCS,HSPB1,0.984
PPARG,IL2,0.984
PEX2,PEX13,0.984
NLRC4,PYCARD,0.984
TP53,GAPDH,0.983
MUTYH,MSH2,0.983
CEBPB,PPARG,0.983
SREBF1,SIRT1,0.983
TP53,KRAS,0.983
RELA,MAPK14,0.983
ERBB2,CCND1,0.983
PTEN,SRC,0.983
TF,ALB,0.983
IL12RB1,IL12A,0.983
IL12RB1,IL23R,0.983
FLT1,KDR,0.983
AKT1,NFKB1,0.983
CEBPA,RB1,0.983
SLC30A7,INS,0.983
JAK2,CCR5,0.983
CEBPB,STAT3,0.983
CYP7B1,HSD3B7,0.983
ACTB,RAC1,0.983
IKZF3,BCL2,0.983
MAPK8,RAC1,0.983
CEBPD,MYC,0.983
PRNP,HSPA5,0.983
FGA,APOA1,0.983
IL8,IL6,0.983
PEX3,PEX13,0.983
EGFR,CDC37,0.983
PEX19,PEX2,0.983
FGF13,PDGFRB,0.983
SCNN1A,SCNN1B,0.983
AKAP13,GNA12,0.983
AR,HEY1,0.983
LEPR,SOCS3,0.983
TNF,IKBKG,0.983
STAT3,MAPK14,0.983
ACACA,ACLY,0.983
SCARB1,APOE,0.983
HMGB2,APEX1,0.982
E2F1,PHB,0.982
SCNN1B,SCNN1G,0.982
IL18R1,IFNG,0.982
ALDOB,GAPDH,0.982
ALB,INS,0.982
BTC,EGFR,0.982
IFNB1,SOCS3,0.982
CYP17A1,HSD17B6,0.982
SMAD3,NOTCH1,0.982
BRCA1,MSH2,0.982
HIF1A,STAT3,0.982
NR0B2,RARA,0.982
F3,F2,0.982
PLG,THBS1,0.982
A2M,TGFB1,0.982
CTGF,TGFB1,0.982
CEBPA,FOS,0.982
EDN1,ECE1,0.982
XIAP,BIRC3,0.982
TP53,APEX1,0.982
MYC,E2F1,0.982
CXCL2,CXCR1,0.982
VEGFA,AKT1,0.982
SREBF1,FASN,0.982
ALDH1A2,CYP26A1,0.982
JAK2,STAT4,0.982
KLF5,CEBPB,0.982
ETS1,TP53,0.982
MAGI1,CTNNB1,0.982
PTPN2,STAT3,0.982
IL12RB1,STAT4,0.981
EDN1,KNG1,0.981
PDX1,GCK,0.981
PLG,SERPINB2,0.981
JAK2,OSM,0.981
TP53,AXIN1,0.981
JUN,IL1B,0.981
CA2,SLC9A1,0.981
GSTM1,CYP2E1,0.981
ALDOB,ENO3,0.981
NOTCH1,DTX4,0.981
ADIPOQ,INS,0.981
MYC,GAPDH,0.981
IL18,IL18RAP,0.981
NR1H2,ESR1,0.981
SDHB,ACLY,0.981
SST,POMC,0.981
CYP2E1,GSTT1,0.981
FN1,TGFB1,0.981
EPO,SIRT1,0.981
SLC51B,SLC51A,0.981
CTNNB1,IGF1R,0.981
FOS,IL1B,0.981
COMT,MAOA,0.981
TNF,TNFRSF1A,0.981
MTOR,PRKAA1,0.981
EGFR,HGF,0.981
MAML2,NOTCH4,0.981
GCG,IAPP,0.981
BRAF,IQGAP1,0.981
GAST,SST,0.981
LPL,APOA1,0.98
TLR4,SRC,0.98
IFNGR1,IFNGR2,0.98
CCL5,CCR2,0.98
PIK3CA,PDGFRB,0.98
SRC,IRS1,0.98
GSTP1,CYP1A1,0.98
STAT3,GHR,0.98
MED1,SULT2A1,0.98
PTGS2,CYP2E1,0.98
MLN,CCK,0.98
GRK5,SNCA,0.98
LPL,PPARG,0.98
CXCL12,CCR5,0.98
CEBPA,PPARG,0.98
FOS,IL12B,0.98
SLC11A2,CP,0.98
MAOB,COMT,0.98
CTNNB1,KDR,0.98
SOD2,SIRT1,0.98
FAS,TNFRSF1A,0.98
STAT1,ERBB2,0.98
CAMK2A,GRIN2A,0.98
JUN,CRTC1,0.98
IRS1,GHR,0.98
IL1A,IL1RN,0.98
BHMT,AHCY,0.98
EREG,HBEGF,0.98
GCG,POMC,0.98
CTNNB1,SNAI2,0.98
JDP2,JUND,0.98
CCK,SST,0.979
NOS1,GRIN2A,0.979
STAT1,IL12A,0.979
PRKCA,MTOR,0.979
MAML2,NOTCH3,0.979
MYC,FOS,0.979
SKP2,TP53,0.979
SPARC,TGFB1,0.979
FOS,RB1,0.979
TSLP,IL4,0.979
TNF,MYC,0.979
IL10,IL4,0.979
CASP3,MAPK14,0.979
NOTCH3,DTX4,0.979
TYMP,UMPS,0.979
RELA,SIRT1,0.979
TP53,CCND1,0.979
ALAD,ALAS2,0.979
EDN1,ADM,0.979
APEX1,NME1,0.979
JUN,BCL2L1,0.979
SRC,FOS,0.979
IL10,IL6,0.979
IKBKG,BIRC3,0.979
AGT,MME,0.978
CXCL12,CCR1,0.978
IL13,IL3,0.978
SMAD2,CDKN1A,0.978
JAG2,NOTCH1,0.978
HIF1A,NOTCH1,0.978
APOA1,PON1,0.978
TLR4,CD14,0.978
CFLAR,BIRC3,0.978
TSLP,IL13,0.978
CAMK2A,NOS3,0.978
RET,HRAS,0.978
F2,F2RL1,0.978
CASP3,BIRC5,0.978
ALDH1A1,ADH4,0.978
CASP3,AKT1,0.978
RAD51B,XRCC3,0.978
CDKN1B,TSC2,0.978
AKT1,GAPDH,0.978
ATM,MLH1,0.978
IFNG,IL2,0.978
MIF,CD74,0.977
PLG,ALB,0.977
SEMA3D,NRP1,0.977
AR,MED1,0.977
DDX58,STAT1,0.977
F2,SERPINE1,0.977
PDGFB,HRAS,0.977
AKT1,CDC37,0.977
MTR,AHCY,0.977
MEN1,MLL4,0.977
ERBB4,EREG,0.977
CDH1,CCND1,0.977
HADHB,ACOX1,0.977
JAG2,NOTCH3,0.977
YBX1,AKT1,0.977
CAMK2A,NOS1,0.977
MMP9,IL8,0.977
RELA,CCND1,0.977
ME1,PKM,0.977
CEBPA,MYC,0.977
JUN,AKT1,0.977
SERPINA1,ALB,0.977
AKT1,CCND1,0.977
MBTPS2,SREBF2,0.977
FOS,NFKB1,0.976
TF,HIF1A,0.976
SERPINE1,TIMP1,0.976
BCL2L1,STAT3,0.976
HSPB1,ESR1,0.976
BCL2,CFLAR,0.976
ALB,KNG1,0.976
PRNP,PLG,0.976
STAT1,BCL2L1,0.976
MMP9,CDH1,0.976
PTK2,EGFR,0.976
IFNAR2,TYK2,0.976
NR5A2,CYP7A1,0.976
MTOR,BCL2,0.976
DCC,PTK2,0.976
MTHFR,TYMS,0.976
IL1B,IL6,0.976
PTEN,TSC2,0.976
GCG,GAST,0.976
ADH7,ALDH1B1,0.976
CTNNB1,BIRC5,0.975
PC,PKM,0.975
UCHL1,TP53,0.975
HP,APOA1,0.975
SCD,SREBF1,0.975
F5,PLG,0.975
BCAR1,MAPK8,0.975
TNF,PTGS2,0.975
ABCC3,SLC10A1,0.975
MAF,AHR,0.975
HSD3B2,HSD17B6,0.975
CASP8,BIRC3,0.975
FOS,STAT3,0.975
AR,SMAD4,0.975
MST1,AKT1,0.975
TH,FOS,0.975
BBC3,TP53,0.975
PTEN,BCL2,0.975
ETFA,ACADM,0.975
SKP2,CCNA1,0.975
PTEN,EGR1,0.975
SMAD4,ESR1,0.975
HNF4A,SIRT1,0.975
BCL2,IRS1,0.975
STAT1,PTK2,0.975
CTNNB1,TERT,0.975
EPHX1,GSTT1,0.975
PEX14,PEX10,0.975
TNF,SOCS3,0.975
AKT1,TP53,0.975
MAPK8,RET,0.975
SRC,CCND1,0.975
IKZF3,HRAS,0.974
BID,TNFRSF10B,0.974
HAO2,CAT,0.974
BCL2,HRAS,0.974
PRKCD,PIK3CA,0.974
ALDH1B1,ADH4,0.974
MLN,GHSR,0.974
ANXA2,PLG,0.974
ERBB2,TP53,0.974
FOS,MT2A,0.974
CYP1A2,NAT2,0.974
GSTM1,EPHX1,0.974
AKT1,STAT3,0.974
TERT,TP53,0.974
ERBB3,EREG,0.974
ATM,CDKN1A,0.974
SREBF1,SCAP,0.974
NCF4,RAC1,0.974
HNF4A,GCK,0.974
TNF,CCL2,0.974
BRCA1,CCNE1,0.974
VEGFA,FGF2,0.974
VEGFA,THBS1,0.974
GSTP1,CYP2E1,0.974
LAT,CD247,0.974
POMC,INS,0.974
EDN1,NOS3,0.974
EHMT2,DNMT3A,0.974
PTEN,EGFR,0.974
PPARG,NFKB1,0.974
TJP2,CLDN2,0.974
SST,PDYN,0.974
MBTPS2,SCAP,0.974
BCL2,CCND1,0.974
INS,IAPP,0.974
CYP3A4,NR1I2,0.974
SOCS1,GHR,0.974
FGF2,THBS1,0.974
CPS1,ACACA,0.974
CD40,CD86,0.974
VEGFA,PDGFRB,0.974
ACOX1,PPARA,0.974
IRF2,STAT1,0.974
ADM,IAPP,0.973
SH2B3,KIT,0.973
TLR4,BIRC3,0.973
MTOR,BCL2L1,0.973
FPR2,ANXA1,0.973
IL17A,IL22,0.973
HSD3B2,CYP7A1,0.973
AKT1,MAP3K8,0.973
LPL,INS,0.973
SMAD3,JUND,0.973
CXCL12,CXCR2,0.973
CFLAR,NFKB1,0.973
WWOX,TNK2,0.973
PPARG,INS,0.973
SDHA,ACLY,0.973
MAPK14,ESR1,0.973
PPARA,INS,0.973
LEP,POMC,0.973
SFN,AKT1,0.973
AKT1,HMOX1,0.973
ICAM1,IL6,0.973
JAK2,ERBB2,0.973
PRKDC,CASP3,0.973
RB1,SIRT1,0.973
GSTA2,GSTT1,0.973
GHRL,INS,0.973
RELA,AHR,0.973
CYP7A1,CYP27A1,0.973
GPC3,PTCH1,0.973
MYC,CCNE1,0.973
STAT1,AKT1,0.973
MAML2,NOTCH1,0.973
SLC40A1,HAMP,0.973
MTOR,ATG5,0.973
DDIT3,CEBPB,0.973
SREBF2,FDFT1,0.973
CD40,CD80,0.973
TP53,IGF1R,0.973
REN,KNG1,0.972
CCL7,CCR2,0.972
PTK2,SOCS3,0.972
IL6,INS,0.972
IGF1,GHR,0.972
CASP3,TNFSF10,0.972
PDGFB,THBS1,0.972
MYC,ENO1,0.972
VEGFA,PDGFB,0.972
MET,EGFR,0.972
ERBB2,PIK3CA,0.972
HSD3B2,CYP19A1,0.972
CCL5,CXCR5,0.972
SKP2,RB1,0.972
TNFRSF1B,ADAM17,0.972
CD40,ICAM1,0.972
ADH1B,CYP2E1,0.972
JAK2,NFKBIA,0.972
SOD2,CAT,0.972
CASP8,BCL2L1,0.972
FN1,SPARC,0.972
SRC,CDC37,0.972
IL8,ICAM1,0.972
CYP7A1,HSD3B7,0.972
ALB,APOA1,0.972
AR,PTEN,0.972
TGFBR2,CTNNB1,0.972
VEGFA,SPARC,0.972
IL1R2,IL1RN,0.972
PTK2,PIK3CA,0.972
IL1RAP,IL1A,0.972
SLC2A2,INS,0.972
SMAD3,MAPK14,0.972
CXCL1,CCL5,0.971
IL23R,STAT3,0.971
LDLR,LPL,0.971
EHMT2,NR0B2,0.971
GSK3B,SNAI2,0.971
DCC,SRC,0.971
BRAF,KRAS,0.971
GSTP1,EPHX1,0.971
RELA,CD40,0.971
F5,SERPINE1,0.971
TERT,ATM,0.971
AGTR1,KNG1,0.971
TP53,ESR1,0.971
TP53,MSH6,0.971
RELA,PPARG,0.971
MLN,GCG,0.971
PRKCA,NFKBIA,0.971
PARK7,PRDX2,0.971
BRCA2,MLH1,0.971
PC,ME1,0.971
ALDH1B1,ADH1B,0.971
DTX1,NOTCH2,0.971
MEN1,SMAD2,0.971
MYC,ACTB,0.971
SOD1,CAT,0.971
AKT1,SIRT1,0.971
TF,SLC40A1,0.971
GAPDH,ESR1,0.971
BRCA2,C11orf30,0.971
CXCL12,CCR2,0.971
GPX1,SOD1,0.971
MTOR,NFKB1,0.971
WWOX,MAPK8,0.971
MYC,ERBB2,0.971
RB1,ELF1,0.971
CD44,ICAM1,0.97
CD40,MAPK8,0.97
PRKCA,RAF1,0.97
JUN,CEBPB,0.97
STK11,SIRT1,0.97
CXCL12,CCL5,0.97
CYP1A2,GSTM1,0.97
IRS2,SOCS3,0.97
SRC,NFKB1,0.97
MAPK8,FOSL2,0.97
ADH1B,ALDH1A1,0.97
ITGAL,CD226,0.97
HRAS,HGF,0.97
CYP1A1,COMT,0.97
SFN,BRAF,0.97
BCL2L11,BID,0.97
MLN,TAC1,0.97
IGF1,ESR1,0.97
IGF1,ALB,0.97
SKP2,CCND1,0.97
MAPK14,NFKB1,0.97
TGM2,FN1,0.97
MAPK8,ATF3,0.97
KIT,EPO,0.97
IFNGR2,IFNG,0.97
NOTCH2,HES1,0.97
MET,TP53,0.97
ETS1,KDR,0.969
IL7R,IL4,0.969
BBC3,BCL2A1,0.969
PPARG,NR0B2,0.969
AVP,KNG1,0.969
FAS,TP53,0.969
RELA,IRF2,0.969
ADH7,ALDH1A1,0.969
BID,TNFRSF1A,0.969
TP53,TGFB1,0.969
ATF3,JUND,0.969
PLG,VTN,0.969
IL8,CCR1,0.969
IL12A,STAT3,0.969
MAT1A,MTR,0.969
MAPK14,TSC2,0.969
E2F1,CDKN1A,0.969
TNK2,SRC,0.969
STAT1,BCL2,0.969
CTSD,ESR1,0.969
CDKN1A,ESR1,0.969
GPX1,SOD2,0.969
JUN,SRC,0.969
ETS1,STAT6,0.969
MAP3K3,RAC1,0.969
HSPA5,AKT1,0.969
JAK2,SRC,0.969
JAK2,PDGFRB,0.969
LDLR,SREBF1,0.968
PPARA,SIRT1,0.968
TXN,PRDX2,0.968
NOS3,AGTR1,0.968
EDNRB,NOS3,0.968
NOTCH1,SNAI1,0.968
MSH2,ESR1,0.968
BRCA1,RB1,0.968
BCAR1,RAC1,0.968
RAC1,EGFR,0.968
NOS2,MAPK14,0.968
PTEN,NOTCH1,0.968
AR,ESR1,0.968
CCR5,STAT3,0.968
PLG,TIMP1,0.968
AKT1,CAT,0.968
RAC1,PIK3CA,0.968
JUN,TGFB1,0.968
JUN,PRKDC,0.968
EDN1,AGT,0.968
AGT,JUND,0.968
HIF1A,BCL2,0.968
SREBF1,ACACA,0.968
TNF,IL1B,0.968
IL17A,TGFB1,0.968
CTNNB1,PPARD,0.968
PC,PCK1,0.968
CYCS,BAX,0.968
AR,GAPDH,0.968
RELA,EGR1,0.968
MMP14,MMP2,0.968
SDHC,ACLY,0.968
CYP1A1,EPHX1,0.968
BCL2,PPIF,0.968
LDLR,APOA1,0.968
CTNNB1,SMAD2,0.967
IRS2,AKT1,0.967
PEX5,PEX2,0.967
VEGFA,GPC1,0.967
RB1,CDKN1B,0.967
TLR4,NFKB1,0.967
PRKDC,EGFR,0.967
IL2RA,STAT3,0.967
HRAS,KIT,0.967
HNF4A,CYP7A1,0.967
FASLG,SRC,0.967
CTNNB1,PIK3CA,0.967
MMP9,MAPK8,0.967
AR,NR0B2,0.967
TYK2,IL12RB2,0.967
KIT,KRAS,0.967
GSTP1,PRDX6,0.967
PLAU,F2,0.967
KLF5,NFKB1,0.967
PLA2G4A,PTGS1,0.967
GSK3B,TSC1,0.967
FN1,PLG,0.967
HRAS,PDGFRB,0.967
SNAI1,EGR1,0.967
JUN,SMAD2,0.967
JAK2,IL12RB2,0.967
ABL1,TERT,0.967
SERPINA1,PLG,0.967
MAT1A,BHMT,0.967
OPRM1,CNR2,0.967
CXCL12,MMP2,0.967
STK11,TSC2,0.967
SRC,IGF1R,0.966
VEGFA,JUN,0.966
FN1,THBS1,0.966
CYP1A2,GSTT1,0.966
MYC,BAX,0.966
HIF1A,HDAC7,0.966
PEX3,PEX12,0.966
TP53,NR0B2,0.966
HNF4A,TP53,0.966
NR1H3,PPARA,0.966
NOS2,IL12B,0.966
IDH1,ACLY,0.966
MME,REN,0.966
MEN1,NFKB1,0.966
SRC,NOS2,0.966
FGF2,TGFB1,0.966
HSPA5,XBP1,0.966
ABL1,PRKDC,0.966
SFRP2,WNT3,0.966
ADAM17,NOTCH3,0.966
PRKCA,SRC,0.966
NAB1,EGR1,0.966
CPS1,DPYD,0.966
NR1H4,CYP7A1,0.966
GOT1,IDH1,0.966
PPARG,RB1,0.966
MET,HRAS,0.966
HEY2,ARNT,0.966
CASP8,RIPK2,0.965
FOS,SMAD2,0.965
AR,HDAC7,0.965
TNF,RELA,0.965
ERBB2,KRAS,0.965
VEGFA,CTGF,0.965
MYC,MEN1,0.965
BTC,ERBB2,0.965
SCARB1,APOA1,0.965
MAPK8,CTNNB1,0.965
NR5A2,CTNNB1,0.965
PRDX2,SOD1,0.965
MAPK8,SIRT1,0.965
NOS3,SIRT1,0.965
TP53,STAT3,0.965
GPX1,GSTT1,0.965
CHEK2,BRCA2,0.965
GCG,TAC1,0.965
STAT3,NFKB1,0.965
BCL2,CDKN1A,0.965
VEGFB,NRP1,0.965
RAC1,KDR,0.965
STAT4,IL12A,0.965
SRC,SNCA,0.964
RAC1,BCL2,0.964
IRS2,LEP,0.964
MAGI1,CFTR,0.964
CEBPA,CEBPD,0.964
KLF5,GSK3B,0.964
CCL20,CCL5,0.964
IFNGR1,SOCS1,0.964
IGF2,PLG,0.964
SLIT2,DCC,0.964
TLR4,NOD2,0.964
BCL2,MAPK14,0.964
VEGFA,TIMP1,0.964
SRC,PRKCE,0.964
SRC,IGF1,0.964
JUN,EGFR,0.964
STAT6,IL5,0.964
IRS2,IRS1,0.964
HNF4A,ESR1,0.964
OPRM1,PDYN,0.964
TP53,NOTCH2,0.964
MYC,RAC1,0.964
AR,HNF4A,0.964
MAT1A,AHCY,0.964
MMP13,TIMP1,0.964
NR1I3,CYP1A2,0.964
STAT4,MAPK14,0.964
STAT1,TNFRSF1A,0.964
TXN,NFKB1,0.964
EDN1,SRC,0.964
PHB,RB1,0.964
BIRC5,TP53,0.964
JAK2,PIK3CA,0.964
SKP2,AKT1,0.964
SREBF2,PPARA,0.964
PPARA,APOA1,0.964
VEGFA,ALB,0.964
DCC,CASP3,0.963
IL10,IL2,0.963
BRCA1,GADD45A,0.963
JUN,CDKN1B,0.963
BCL2,NFKB1,0.963
TP53,NFKB1,0.963
FOS,HMOX1,0.963
IL8,IL1B,0.963
ALB,TGFB1,0.963
ACLY,ACO2,0.963
CYP8B1,HSD3B7,0.963
LPXN,PTK2,0.963
NR1I3,CYP3A4,0.963
IL3,KIT,0.963
ADH4,CYP2E1,0.963
MTOR,ILK,0.963
AKT1,MAPK14,0.963
CXCL1,CCL20,0.963
SRC,RET,0.963
EPHX1,CYP2E1,0.963
LTA,TNFRSF1B,0.963
FBP1,HK3,0.963
AR,CASP8,0.963
GAST,INS,0.963
CEBPD,CEBPB,0.963
DDX54,ESR1,0.963
FOS,MMP2,0.963
RELA,IL6,0.963
SREBF2,MBTPS1,0.963
MTOR,INS,0.963
EGFR,CCND1,0.963
FN1,ITGB6,0.963
CYP1A1,GSTA1,0.963
ABL1,BCL2L1,0.963
JUN,MAPK13,0.963
JUN,NOTCH1,0.963
SOCS1,KIT,0.963
MYC,NOS2,0.963
GCG,AVP,0.963
PRKAA1,CFTR,0.963
JAK2,NFKB1,0.963
HRAS,IGF1R,0.963
ALDH1A1,CYP26A1,0.963
BRCA1,AKT1,0.963
PEX5,CAT,0.963
PIK3CA,CCND1,0.963
IGF1,AKT1,0.963
MBTPS2,SREBF1,0.963
LPL,ACOX1,0.963
IL12RB2,IL12B,0.963
PLAU,PLG,0.962
IL1A,IL6,0.962
GCG,SLC2A2,0.962
NRG1,EGF,0.962
TLR4,CD40,0.962
TXN,RRM2,0.962
GSTP1,CYP1A2,0.962
IL6,CCL2,0.962
CSF2,IL5,0.962
AKT1,PLEK,0.962
IFNB1,IFNAR2,0.962
IL1B,CCL2,0.962
CXCL2,CCL20,0.962
IL6,IL2,0.962
ABL1,STAT3,0.962
JAK2,RAC1,0.962
CDKN2A,SMAD3,0.962
MYC,BCL2L1,0.962
KIT,STAT3,0.962
RAC1,NOS2,0.962
SREBF1,PPARA,0.962
PRKCA,KIT,0.962
MAPK8,MMP2,0.962
BCL2L1,STAT6,0.962
CEBPD,RELA,0.962
LEP,PPARA,0.962
CCL20,IL8,0.962
NR1H4,ABCB11,0.962
CASP8,TP53,0.962
ALB,TIMP1,0.962
STAT3,IL2,0.962
ILK,PIK3CA,0.962
SRC,CDKN1B,0.962
MUC2,MUC3A,0.962
JUN,PPARA,0.962
ADIPOQ,IL6,0.962
JUN,IL12B,0.962
PEX5,PEX6,0.962
KIT,PTPRO,0.961
IL10,IL8,0.961
VCAM1,CCL2,0.961
YBX1,SMAD3,0.961
CD44,TP53,0.961
INS,GAPDH,0.961
LEP,IGF1,0.961
TLR4,IL6,0.961
TYK2,IL4,0.961
SST,KNG1,0.961
MUC1,TP53,0.961
GRK5,F2RL1,0.961
VEGFA,TP53,0.961
BCAR1,JAK2,0.961
NFKB1,TNFRSF1A,0.961
NOS3,INS,0.961
PRDX6,SOD1,0.961
TPM4,ACTA2,0.961
CDKN2A,PIK3CA,0.961
SMAD3,CDH1,0.961
IL13,STAT6,0.961
F2,F2RL3,0.961
PRKCA,NOS1,0.961
EDN1,REN,0.961
SCNN1A,SCNN1G,0.961
IL3,IL2,0.961
JUND,MAPK14,0.961
LEP,NAMPT,0.961
CD44,VCAM1,0.961
WWOX,ERBB4,0.961
COPS5,UCHL1,0.961
LEP,LPL,0.961
IL1B,MMP2,0.961
CYP1A1,HSD17B6,0.961
TP53,CDH1,0.961
IGF2,INS,0.961
VEGFA,SERPINE1,0.961
PRKCD,IGF1R,0.961
TP53,SNAI1,0.961
ICAM1,CCL2,0.961
SRC,HIF1A,0.961
MAPK8,BAX,0.961
IL6,IL4,0.961
SREBF1,INS,0.961
LEP,UCP2,0.961
NR1H3,NR0B2,0.961
CSF2,IL6,0.961
ABL1,MTOR,0.961
GCG,GHRL,0.961
F5,ALB,0.961
CXCR1,CCL5,0.961
REN,INS,0.961
FASN,INS,0.961
MYC,HIF1A,0.961
TSPO,FOS,0.961
ERBB3,EGF,0.961
CTNNB1,CDH3,0.961
PTPN22,CTLA4,0.961
JUN,INS,0.961
IL13,IL5,0.961
CCK,LEP,0.961
SRC,INS,0.961
ABCC8,INS,0.961
NOTCH1,NOTCH3,0.961
ACTB,ARPC2,0.961
GCG,ALB,0.96
RARA,ESR1,0.96
UCP2,INS,0.96
BCL2L11,AKT1,0.96
ERBB3,AREG,0.96
BIRC5,CCND1,0.96
JAK2,IL5,0.96
MBTPS1,SCAP,0.96
FOS,MAPK13,0.96
MAPK8,FAS,0.96
INS,SERPINE1,0.96
CSF2,IL1B,0.96
ERBB2,EGF,0.96
IL6,CSF3,0.96
IL3,PIK3CA,0.96
CCL7,CCR5,0.96
STAT3,HES1,0.96
HIF1A,KDR,0.96
MYC,EGFR,0.96
ALB,ICAM1,0.96
JUN,BAX,0.96
XPA,MSH2,0.96
FOS,TGFB1,0.96
VEGFA,ICAM1,0.96
CDKN2A,BCL2L1,0.96
TRPV1,TAC1,0.96
EDN1,TAC1,0.96
VEGFA,NOS3,0.96
SNCA,UCHL1,0.96
PTEN,CDKN1B,0.96
CTNNB1,ILK,0.96
HRAS,INS,0.96
CD40,CSF2,0.96
INS,GHR,0.96
ALB,TP53,0.96
AVP,TAC1,0.96
ICAM1,IL1B,0.96
FBP1,ALDOB,0.96
CCK,KNG1,0.96
SRC,FHIT,0.96
PLAU,HGF,0.96
ITGAM,MMP9,0.959
JAK2,AGTR1,0.959
LAT,FCGR2A,0.959
MTOR,IGF1R,0.959
IL1B,IL12B,0.959
STAT3,PDGFRA,0.959
EDN1,INS,0.959
JUN,NFKBIA,0.959
SMAD4,DAXX,0.959
LEP,FASN,0.959
CCNE1,CCNA1,0.959
NTHL1,APEX1,0.959
GSK3B,IRS1,0.959
PEX14,PEX6,0.959
JUN,HSPB1,0.959
MYC,SMAD4,0.959
PRKCD,TP53,0.959
IL12A,IL12RB2,0.959
HP,APOE,0.959
PRKAA1,TSC1,0.959
CPS1,GLUL,0.959
FMO1,CYP3A4,0.959
NRP1,FGF2,0.959
FOS,AKT1,0.959
PRKCB,EGFR,0.959
TXN,SOD1,0.959
BRAF,AKT1,0.959
NOS3,HMOX1,0.959
CXCL12,AKT1,0.959
HSD3B2,CYP7B1,0.958
NOTCH1,KDR,0.958
SMAD4,FOS,0.958
JAK2,HRAS,0.958
SSTR2,SSTR3,0.958
AR,ERBB3,0.958
MCL1,MAPK8,0.958
CTNNB1,MMP2,0.958
FLT1,FGF2,0.958
TNF,HSPA5,0.958
PRKCD,RAF1,0.958
MAPK8,MMP1,0.958
PRKCA,TERT,0.958
